Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T280,Jadakis Bonds,FA,WR,-,-,-,-,,,,
T280,Makai Polk,FA,WR,-,-,-,-,,,,
T280,Kayvon Thibodeaux,NYG,LB,-,-,-,-,,,,
T280,Anthony Gould,IND,WR,-,-,155.20,343.50,,,,
T280,Davis Allen,LAR,TE,-,-,-,396.00,,,,
T280,Andrew Booth,MIN,CB,-,-,-,-,,,,
T280,Joseph Ngata,PHI,WR,-,-,-,-,,,,
T280,Tyler Davis,LAR,DT,-,-,-,-,,,,
T280,Ruke Orhorhoro,ATL,DT,-,-,-,-,,,,
T280,Mohamoud Diabate,CLE,LB,-,-,-,-,,,,
T280,Derek Stingley,HOU,CB,-,-,-,-,,,,
T280,Siaki Ika,CLE,DT,-,-,-,-,,,,
T280,TK McLendon,TEN,DE,-,-,-,-,,,Ques,Shoulder
T280,Tyrion Davis-Price,PHI,RB,-,-,-,-,,,,
T280,Cor'Dale Flott,NYG,CB,-,-,-,-,,,,
264,Trey Palmer,TB,WR,283.00,-,-,277.00,0.77,6.00,,
T280,Jay Ward,MIN,S,-,-,-,-,,,,
T280,Cade York,CLE,K,-,-,-,-,,,,
T280,Quindell Johnson,CHI,S,-,-,-,-,,,,
T280,Jordan Byrd,FA,WR,-,-,-,-,,,,
T280,Derrick Deese,FA,TE,-,-,-,-,,,,
T280,Jerry Jacobs,LAR,CB,-,-,-,-,,,Ques,Hamstring
T280,Deven Thompkins,CAR,WR,-,-,-,-,,,,
T280,Forrest Merrill,FA,DT,-,-,-,-,,,Ques,Undisclosed
T280,Gerrit Prince,FA,TE,-,-,-,-,,,Ques,Lower Leg
T280,De'Michael Harris,FA,WR,-,-,-,-,,,,
T280,Trey Lance,DAL,QB,-,-,-,339.50,0.57,13.00,,
T280,Hunter Luepke,DAL,FB,-,-,-,-,,,,
T280,Jake Camarda,TB,P,-,-,-,-,,,,
T280,Tyson Campbell,JAX,CB,-,-,-,-,,,,
T280,Jordan Davis,PHI,DT,-,-,-,-,,,,
T280,John FitzPatrick,ATL,TE,-,-,-,-,,,,
T280,Jaylen Johnson,LAC,WR,-,-,-,-,,,,
T280,Azeez Ojulari,NYG,LB,-,-,-,-,,,,
T280,Jack Podlesny,FA,K,-,-,-,-,,,,
T280,Otis Reese,TEN,LB,-,-,-,-,,,,
T280,Chris Smith,LV,S,-,-,-,-,,,,
T280,Channing Tindall,MIA,LB,-,-,-,-,,,,
T280,Quay Walker,GB,LB,-,-,-,-,,,,
T280,Tyler Snead,FA,WR,-,-,-,-,,,,
T280,Xavier Johnson,BUF,WR,-,-,-,-,,,,
T280,Sam Wiglusz,LAR,WR,-,-,-,-,,,,
T280,Xavier Smith,LAR,WR,-,-,-,-,,,,
T280,Isaiah Land,IND,DE,-,-,-,-,,,,
T280,Zimari Manning,FA,WR,-,-,-,-,,,,
T280,Josh Johnson,FA,RB,-,-,-,-,,,Ques,Undisclosed
T280,Cody Schrader,SF,RB,-,-,-,323.30,,5.00,,
T280,Dee Alford,ATL,CB,-,-,-,-,,,,
T280,Shemar Bridges,FA,WR,-,-,-,-,,,,
T280,Brandon Lewis,FA,WR,-,-,-,-,,,,
T280,Riley Sharp,BAL,TE,-,-,-,-,,,,
T280,John Metchie,HOU,WR,-,-,-,246.90,,6.50,,
T280,Taulia Tagovailoa,FA,QB,-,-,-,-,,,,
211,Will Reichard,MIN,K,225.00,-,106.00,289.30,,1.00,,
T280,Justin Eboigbe,LAC,DT,-,-,-,-,,,,
T280,Trey Knox,MIN,TE,-,-,-,-,,,,
T280,Sam Williams,DAL,DE,-,-,-,-,,,,
T280,Snoop Conner,DAL,RB,-,-,-,-,,,,
T280,Darius Robinson,ARI,DE,-,-,105.56,-,,,,
T280,Zacch Pickens,CHI,DT,-,-,-,-,,,,
T280,Kevin Harris,NE,RB,-,-,-,-,,,,
T280,Isaiah Williams,DET,WR,-,-,-,364.50,,,,
T280,Ainias Smith,PHI,WR,-,-,85.67,273.20,0.61,5.00,,
T280,Mekhi Garner,PHI,CB,-,-,-,-,,,,
T280,Keeanu Benton,PIT,DT,-,-,-,-,,,,
T280,Hayden Rucci,MIA,TE,-,-,-,-,,,,
T280,Ian Wheeler,CHI,RB,-,-,-,-,,,,
T280,JaVonta Payton,FA,WR,-,-,-,-,,,,
T280,Amare Barno,CAR,LB,-,-,-,-,,,PUP-P,Knee
T280,Kei'Trel Clark,ARI,CB,-,-,-,-,,,,
T280,Michael Wiley,WAS,RB,-,-,-,-,,,,
T280,Nic Jones,KC,CB,-,-,-,-,,,,
T280,Trevon Mason,FA,DT,-,-,-,-,,,,
T280,Jaaron Hayek,KC,WR,-,-,-,-,,,,
T280,Nahshon Wright,DAL,CB,-,-,-,-,,,,
T280,Alex Austin,NE,CB,-,-,-,-,,,,
T280,Jalen Wydermyer,FA,TE,-,-,-,-,,,,
T280,Jammie Robinson,CAR,S,-,-,-,-,,,,
T280,David Bell,CLE,WR,-,-,-,-,,9.00,,
T280,Cam Smith,MIA,CB,-,-,-,-,,,,
T280,Neal Johnson,LAR,TE,-,-,-,-,,,,
T280,Peter LeBlanc,CHI,WR,-,-,-,-,,,,
T280,Milton Wright,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Spencer Shrader,IND,K,-,-,-,-,,,,
T280,Xavier Weaver,ARI,WR,-,-,-,-,,2.00,,
T280,George Holani,SEA,RB,-,-,-,-,,,,
T280,JL Skinner,DEN,S,-,-,-,-,,,,
T280,Marcus Harris,HOU,DT,-,-,-,-,,,,
T280,James Turner,GB,K,-,-,-,-,,,,
T280,Dax Hill,CIN,CB,-,-,-,-,,,,
T280,Chris Hinton,LAC,DT,-,-,-,-,,,,
T280,Cornelius Johnson,LAC,WR,-,-,-,253.00,,,,
T280,Micah Abraham,IND,CB,-,-,-,-,,,,
T280,Mike Morris,SEA,DE,-,-,-,-,,,,
T280,DJ Turner,CIN,CB,-,-,-,-,,,,
254,Jacob Cowing,SF,WR,272.00,-,134.57,247.30,1.69,2.00,,
T280,Martin Emerson,CLE,CB,-,-,-,-,,,,
T280,Luke Benson,LAC,TE,-,-,-,-,,,,
T280,Jarrian Jones,JAX,CB,-,-,-,-,,,,
T280,Tayvion Robinson,FA,WR,-,-,-,-,,,,
T280,Keshunn Abram,FA,WR,-,-,-,-,,,,
T280,Jarvis Brownlee,TEN,CB,-,-,-,-,,,,
T280,Renardo Green,SF,CB,-,-,-,-,,,,
T280,Raymond Vohasek,FA,DT,-,-,-,-,,,,
T280,SirVocea Dennis,TB,LB,-,-,-,-,,,,
T280,Brandon Hill,HOU,S,-,-,-,-,,,,
T280,Calijah Kancey,TB,DT,-,-,-,-,,,,
T280,Marshawn Kneeland,DAL,DE,-,-,98.38,-,,,,
T280,Skyy Moore,KC,WR,-,-,-,347.50,,14.13,,
T280,Jared Wayne,FA,WR,-,-,-,-,,,Ques,Knee - Meniscus
T280,Jerrion Ealy,FA,WR,-,-,-,-,,,,
T280,AJ Finley,LAC,S,-,-,-,-,,,,
201,Jonathan Mingo,CAR,WR,215.00,-,-,255.10,,9.42,,
T280,Deantre Prince,JAX,CB,-,-,-,-,,,,
T280,John Rhys Plumlee,PIT,QB,-,-,-,417.00,,,,
T280,Garrett Williams,ARI,CB,-,-,-,-,,,,
T280,T'Vondre Sweat,TEN,DT,-,-,89.62,-,,,,
T280,Dylan Leonard,FA,TE,-,-,-,-,,,Ques,Hamstring
T280,Brandon Dorlus,ATL,DT,-,-,-,-,,,,
T280,Jamal Hill,HOU,LB,-,-,-,-,,,,
T280,D.J. James,SEA,CB,-,-,-,-,,,,
T280,Xavier Gipson,NYJ,WR,-,-,-,321.30,0.94,5.00,Ques,Leg
T280,Darius Muasau,NYG,LB,-,-,-,-,,,,
T280,Jonathan Garibay,FA,K,-,-,-,-,,,,
T280,Travis Koontz,FA,TE,-,-,-,-,,,,
T280,Dadrion Taylor-Demerson,ARI,S,-,-,-,-,,,,
T280,Xavier White,FA,WR,-,-,-,-,,,,
T280,Isaac Rex,FA,TE,-,-,-,-,,,,
T280,Joshua Cephus,JAX,WR,-,-,-,-,,,,
T280,Jamari Thrash,CLE,WR,-,-,171.80,301.40,0.75,2.00,,
T280,Trevon Clark,FA,WR,-,-,-,-,,,,
T280,Isaiah Washington,BAL,WR,-,-,-,-,,,,
T280,Jordan Magee,WAS,LB,-,-,186.20,-,,,,
T280,Titus Swen,FA,RB,-,-,-,-,,,,
T280,Treyton Welch,CLE,TE,-,-,-,-,,,,
T280,M.J. Devonshire,LV,CB,-,-,-,-,,,,
T280,Alex Wright,CLE,DE,-,-,-,-,,,,
T280,Dayton Wade,BAL,WR,-,-,-,-,,,,
T280,Evan Williams,GB,S,-,-,-,-,,,,
T280,Tahj Washington,MIA,WR,-,-,-,307.30,,2.00,IR,Undisclosed
T280,Jalon Calhoun,DET,WR,-,-,-,-,,,,
T280,DeWayne Carter,BUF,DT,-,-,-,-,,,,
T280,Malik Washington,MIA,WR,-,-,110.09,228.60,0.93,2.00,,
T280,Cameron Mitchell,CLE,CB,-,-,-,-,,,,
243,Evan Hull,IND,RB,259.00,-,-,295.10,0.42,6.00,,
T280,Nehemiah Pritchett,SEA,CB,-,-,-,-,,,,
T280,Jaylin Simpson,IND,S,-,-,-,-,,,,
T280,Terique Owens,SF,WR,-,-,-,-,,,,
T280,Kaylon Geiger,FA,WR,-,-,-,-,,,,
T280,Javon Solomon,BUF,DE,-,-,-,-,,,,
T280,Jalyx Hunt,PHI,LB,-,-,-,-,,,,
T280,De'Montre Tuggle,FA,RB,-,-,-,-,,,,
T280,Jaquan Brisker,CHI,S,-,-,-,-,,,,
T280,Hayden Hatten,SEA,WR,-,-,-,-,,,,
T280,Daequan Hardy,BUF,CB,-,-,-,-,,,,
T280,Joey Porter,PIT,CB,-,-,-,-,,,,
T280,Kaiir Elam,BUF,CB,-,-,-,-,,,,
T280,Ty'Ron Hopper,GB,LB,-,-,147.00,-,,,,
T280,Tommy Eichenberg,LV,LB,-,-,167.50,-,,,,
T280,Jaden Davis,ARI,CB,-,-,-,-,,,,
T280,Spencer Rattler,NO,QB,-,-,89.06,293.20,2.12,3.67,,
T280,Cade Stover,HOU,TE,-,-,97.67,227.40,2.19,2.00,,
T280,Logan Lee,PIT,DT,-,-,-,-,,,,
T280,Zach VanValkenburg,LAR,LB,-,-,-,-,,,,
T280,Ayir Asante,NYG,WR,-,-,-,-,,,,
T280,Jha'Quan Jackson,TEN,WR,-,-,-,-,,,,
T280,Jalen Moreno-Cropper,DAL,WR,-,-,-,-,,,,
T280,Keric Wheatfall,FA,WR,-,-,-,-,,,,
T280,Gabriel Murphy,MIN,DE,-,-,-,-,,,,
T280,Isaiah McGuire,CLE,DE,-,-,-,-,,,,
T280,Tyler Hudson,FA,WR,-,-,-,-,,,,
213,Treylon Burks,TEN,WR,227.00,-,-,248.60,1.27,14.92,,
T280,Lewis Cine,MIN,S,-,-,-,-,,,,
T280,Nakobe Dean,PHI,LB,-,-,-,-,,,,
T280,Jermaine Johnson,NYJ,DE,-,-,-,-,,,,
T280,Zion Logue,ATL,DT,-,-,-,-,,,,
T280,Kenny McIntosh,SEA,RB,-,-,-,-,,2.00,,
T280,Jody Fortson,MIA,TE,-,-,-,-,,,,
278,Sam Howell,SEA,QB,299.00,-,-,300.30,0.75,11.76,,
T280,Gunner Olszewski,NYG,WR,-,-,-,-,,,,
T280,Devron Harper,FA,WR,-,-,-,-,,,,
T280,Dane Belton,NYG,S,-,-,-,-,,,,
T280,Jack Campbell,DET,LB,-,-,-,-,,,,
T280,Tyler Goodson,IND,RB,-,-,-,-,,,,
T280,Nolan Smith,PHI,LB,-,-,-,-,,,,
T280,Tyrique Stevenson,CHI,CB,-,-,-,-,2.28,,,
T280,Travon Walker,JAX,LB,-,-,-,-,,,,
T280,Bub Means,NO,WR,-,-,142.43,294.40,0.42,,,
T280,Henry To'oTo'o,HOU,LB,-,-,-,-,,,,
T280,Jordan Jefferson,JAX,DT,-,-,-,-,,,,
T280,Tykee Smith,TB,S,-,-,203.80,-,,,,
T280,Jordan Battle,CIN,S,-,-,-,-,,,,
T280,Christian Harris,HOU,LB,-,-,-,-,,,Ques,Leg
T280,DeMarcco Hellams,ATL,S,-,-,-,-,1.49,,,
T280,Keilan Robinson,JAX,RB,-,-,-,342.00,,,,
T280,Byron Young,LV,DT,-,-,-,-,,,,
T280,Deonte Banks,NYG,CB,-,-,-,-,,,,
T280,Nick Cross,IND,S,-,-,-,-,2.89,,,
T280,Sam Okuayinonu,SF,LB,-,-,-,-,,,,
T280,Jowon Briggs,CLE,DT,-,-,-,-,,,,
T280,Taylor Grimes,FA,WR,-,-,-,-,,,,
T280,Bobby Brown,LAR,DT,-,-,-,-,,,,
T280,Jashaun Corbin,NYG,RB,-,-,-,-,,,,
T280,Luke Schoonmaker,DAL,TE,-,-,-,317.00,,,,
T280,Ben VanSumeren,PHI,LB,-,-,-,-,,,,
T280,Payne Durham,TB,TE,-,-,-,-,,,,
T280,Cory Trice,PIT,CB,-,-,-,-,,,,
T280,Kevin Austin,NO,WR,-,-,-,-,,,,
T280,Lawrence Keys,BUF,WR,-,-,-,-,,,,
T280,Tommy Tremble,CAR,TE,-,-,-,-,,,Ques,Hamstring
T280,John Hightower,FA,WR,-,-,-,-,,,,
T280,Scott Matlock,LAC,DT,-,-,-,-,,,,
T280,Chevan Cordeiro,FA,QB,-,-,-,-,,,,
T280,Jonah Laulu,IND,DT,-,-,-,-,,,,
T280,JoJo Ward,FA,WR,-,-,-,-,,,,
T280,Dylan Horton,HOU,DE,-,-,-,-,,,NFI-A,Illness
T280,Karl Brooks,GB,DE,-,-,-,-,,,,
T280,Chris Claybrooks,FA,CB,-,-,-,-,,,Reserve-CEL,Undisclosed
T280,Tyree Wilson,LV,DE,-,-,-,-,,,,
T280,Anthony Schwartz,MIA,WR,-,-,-,-,,,,
T280,Arryn Siposs,FA,P,-,-,-,-,,,,
T280,Kalon Barnes,PIT,CB,-,-,-,-,,,,
T280,Ben Sims,GB,TE,-,-,-,-,,,,
T280,Ekow Boye-Doe,KC,CB,-,-,-,-,,,,
T280,Phillip Brooks,KC,WR,-,-,-,-,,,,
T280,Malik Knowles,MIN,WR,-,-,-,-,,,Ques,Undisclosed
T280,Edefuan Ulofoshio,BUF,LB,-,-,-,-,,,,
T280,Mekhi Sargent,FA,RB,-,-,-,-,,,,
T280,Steven Gilmore,DET,CB,-,-,-,-,,,,
T280,Darius Hodge,FA,DE,-,-,-,-,,,,
T280,Kahlef Hailassie,CLE,CB,-,-,-,-,,,,
T280,Jevon Holland,MIA,S,-,-,-,-,,,,
T280,Brennan Jackson,LAR,LB,-,-,-,-,,,,
T280,Calvin Jackson,FA,WR,-,-,-,-,,,,
T280,Cam Sutton,FA,TE,-,-,-,-,,,,
T280,Christian Benford,BUF,CB,-,-,-,-,,,,
T280,Qadir Ismail,BAL,WR,-,-,-,-,,,,
T280,Jalen Jackson,JAX,RB,-,-,-,-,,,,
T280,Khristian Boyd,NO,DT,-,-,-,-,,,,
T280,Sam Schnee,TEN,WR,-,-,-,-,,,,
T280,Michael Barrett,CAR,LB,-,-,-,-,,,,
T280,Ronnie Bell,SF,WR,-,-,-,-,,5.00,,
T280,Vincent Gray,CLE,CB,-,-,-,-,,,,
T280,Hassan Haskins,TEN,RB,-,-,-,-,,,,
T280,Aidan Hutchinson,DET,DE,-,-,-,-,,,,
T280,Cameron McGrone,IND,LB,-,-,-,-,,,,
T280,Braden Fiske,LAR,DT,-,-,82.00,-,,,,
T280,Ethan Bonner,MIA,CB,-,-,-,-,,,,
T280,Thomas Booker,PHI,DT,-,-,-,-,,,,
T280,Simi Fehoko,LAC,WR,-,-,-,-,,,,
T280,Tanner McKee,PHI,QB,-,-,-,-,,,,
T280,Brycen Tremayne,WAS,WR,-,-,-,-,,,,
T280,Kendall Williamson,BUF,S,-,-,-,-,,,,
T280,Jack Sanborn,CHI,LB,-,-,-,-,,,,
T280,Rachad Wildgoose,FA,CB,-,-,-,-,,,,
T280,Garett Maag,FA,WR,-,-,-,-,,,,
T280,Viliami Fehoko,DAL,DE,-,-,-,-,,,,
T280,Teair Tart,MIA,DT,-,-,-,-,,,,
T280,Jalen Nailor,MIN,WR,-,-,-,-,,,,
T280,Elijah Collins,CIN,RB,-,-,-,-,,,,
T280,Titus Leo,IND,DE,-,-,-,-,,,,
T280,Myles Cole,JAX,DE,-,-,-,-,,,,
T280,Josh Newton,CIN,CB,-,-,-,-,,,,
T280,Colby Suits,FA,QB,-,-,-,-,,,,
T280,Chris Brooks,MIA,RB,-,-,-,-,,,,
T280,McCallan Castles,PHI,TE,-,-,-,-,,,,
T280,Nikko Remigio,KC,WR,-,-,-,-,,,,
T280,Michael Ezeike,FA,TE,-,-,-,-,,,,
T280,Otito Ogbonnia,LAC,DT,-,-,-,-,,,,
T280,Kyle Philips,TEN,WR,-,-,-,-,,,,
T280,Dorian Thompson-Robinson,CLE,QB,-,-,-,-,,11.67,Ques,Hip
T280,British Brooks,HOU,RB,-,-,-,-,,,,
T280,Antoine Green,DET,WR,-,-,-,-,,,,
T280,Jermar Jefferson,DET,RB,-,-,-,-,,,,
T280,Kitan Oladapo,GB,S,-,-,-,-,,,NFI-A,Toe
T280,Teagan Quitoriano,HOU,TE,-,-,-,-,,,,
T280,Christian Izien,TB,CB,-,-,-,-,,,,
T280,Josh Jobe,PHI,CB,-,-,-,-,,,,
T280,Cameron Latu,SF,TE,-,-,-,-,,,,
T280,Patrick Surtain,DEN,CB,-,-,-,-,,,,
T280,Markese Stepp,FA,RB,-,-,-,-,,,Ques,Undisclosed
T280,Devon Williams,FA,WR,-,-,-,-,,,,
T280,Cobie Durant,LAR,CB,-,-,-,-,,,,
T280,Kazmeir Allen,WAS,WR,-,-,-,-,,,,
T280,Cameron Thomas,ARI,DE,-,-,-,-,,,,
T280,Jaylen Key,NYJ,S,-,-,-,-,,,,
T280,Starling Thomas,ARI,CB,-,-,-,-,,,,
T280,Thomas Greaney,FA,TE,-,-,-,-,,,,
T280,Dre Miller,FA,WR,-,-,-,-,,,,
T280,Jeremy Ruckert,NYJ,TE,-,-,-,-,,,,
T280,Tyreke Smith,ARI,LB,-,-,-,-,,,,
T280,Henry Pearson,GB,FB,-,-,-,-,,,,
T280,Cole Turner,WAS,TE,-,-,-,-,,,,
T280,Jordan Murray,IND,TE,-,-,-,-,,,,
T280,Jacob Copeland,PIT,WR,-,-,-,-,,,,
T280,Je'Quan Burton,MIA,WR,-,-,-,-,,,,
T280,Austin Reed,CHI,QB,-,-,-,-,,2.00,,
T280,Kobe Lewis,SEA,RB,-,-,-,-,,,,
T280,Ty Scott,SEA,WR,-,-,-,-,,,,
T280,Joel Wilson,GB,TE,-,-,-,-,,,,
T280,Zaire Barnes,NYJ,LB,-,-,-,-,,,Ques,Hamstring
T280,Brevin Allen,FA,LB,-,-,-,-,,,,
T280,Tim DeMorat,FA,QB,-,-,-,-,,,,
T280,Julian Hill,MIA,TE,-,-,-,-,,,,
T280,Chamarri Conner,KC,S,-,-,-,-,,,,
T280,James Mitchell,DET,TE,-,-,-,-,,,,
T280,David Martin-Robinson,TEN,TE,-,-,-,-,,,,
T280,Ahmad Wagner,FA,WR,-,-,-,-,,,,
T280,Tyler Badie,DEN,RB,-,-,-,-,,,,
T280,Nick Bolton,KC,LB,-,-,-,-,,,,
T280,Messiah Swinson,GB,TE,-,-,-,-,,,,
T280,Elijah Jones,FA,CB,-,-,-,-,,,,
T280,Azur Kamara,FA,DE,-,-,-,-,,,,
T280,Pooka Williams,FA,RB,-,-,-,-,,,,
T280,Jaycee Horn,CAR,CB,-,-,-,-,,,,
T280,Josh Vann,FA,WR,-,-,-,-,,,,
T280,Jaden Crumedy,CAR,DT,-,-,-,-,,,,
T280,Nathaniel Watson,CLE,LB,-,-,-,-,,,,
T280,Cameron Young,SEA,DT,-,-,-,-,,,PUP-P,Undisclosed
T280,Kenneth George,FA,CB,-,-,-,-,,,,
T280,Bryce Thompson,FA,CB,-,-,-,-,,,,
215,Cedric Tillman,CLE,WR,229.00,-,-,290.00,,5.00,,
T280,Dom Wood-Anderson,FA,TE,-,-,-,-,,,,
227,Andrei Iosivas,CIN,WR,242.00,-,-,315.00,,5.00,,
T280,John Paddock,ATL,QB,-,-,-,-,,,,
T280,Jarveon Howard,GB,RB,-,-,-,-,,,,
T280,Jaivon Heiligh,FA,WR,-,-,-,-,,,,
T280,Keaontay Ingram,KC,RB,-,-,-,416.00,,5.60,,
T280,D'Shawn Jamison,CAR,CB,-,-,-,-,,,,
T280,Moro Ojomo,PHI,DT,-,-,-,-,,,,
T280,Joseph Ossai,CIN,DE,-,-,-,-,,,,
T280,DeMarvion Overshown,DAL,LB,-,-,-,-,,,,
T280,Isaiah Bolden,NE,CB,-,-,-,-,,,,
T280,Tre'Shaun Harrison,TEN,WR,-,-,-,-,,,,
T280,Asante Samuel,LAC,CB,-,-,-,-,,,,
T280,Erick Hallett,JAX,S,-,-,-,-,,,,
T280,Wayne Taulapapa,FA,RB,-,-,-,-,,,,
T280,Jamar Johnson,FA,S,-,-,-,-,,,,
T280,Cam Jones,KC,LB,-,-,-,-,,,Ques,Chest
T280,Micah McFadden,NYG,LB,-,-,-,-,,,,
T280,Jaylin Williams,MIN,CB,-,-,-,-,,,,
T280,Chance Campbell,TEN,LB,-,-,-,-,,,,
T280,Brian Cobbs,FA,WR,-,-,-,-,,,,
T280,Trill Williams,FA,CB,-,-,-,-,,,,
T280,Chase Cota,NYG,WR,-,-,-,-,,,IR,Collarbone
T280,Brayden Willis,SF,TE,-,-,-,-,,,,
T280,Delarrin Turner-Yell,DEN,S,-,-,-,-,,,PUP-P,Knee - ACL
T280,Drake Stoops,LAR,WR,-,-,-,-,,2.00,,
T280,Tanner Mordecai,SF,QB,-,-,-,-,,,,
T280,Gabe Brkic,FA,K,-,-,-,-,,,,
T280,Nik Bonitto,DEN,LB,-,-,-,-,,,,
T280,Brian Asamoah,MIN,LB,-,-,-,-,,,,
T280,Carter Bradley,LV,QB,-,-,-,-,,,,
T280,Desjuan Johnson,LAR,DE,-,-,-,-,1.36,,,
T280,Tyler Lacy,JAX,DE,-,-,-,-,,,,
T280,Tanner McCalister,DEN,S,-,-,-,-,,,,
T280,Jason Taylor,LAR,S,-,-,-,-,,,,
T280,Jalyn Armour-Davis,BAL,CB,-,-,-,-,,,,
T280,Christian Barmore,NE,DT,-,-,-,-,,,,
T280,Alontae Taylor,NO,CB,-,-,-,-,,,,
T280,Jacob Warren,NE,TE,-,-,-,-,,,,
T280,Derius Davis,LAC,WR,-,-,-,-,,,,
T280,Ochaun Mathis,LAR,LB,-,-,-,-,,,,
T280,Tre'von Moehrig,LV,S,-,-,-,-,,,,
T280,John Stephens,DAL,TE,-,-,-,-,,,,
T280,Jack Colletto,PIT,FB,-,-,-,-,,,,
T280,Ar'Darius Washington,BAL,CB,-,-,-,-,,,,
T280,Jamien Sherwood,NYJ,LB,-,-,-,-,,,,
T280,Shed Jackson,CIN,WR,-,-,-,-,,,,
T280,Cam Taylor-Britt,CIN,CB,-,-,-,-,,,,
T280,Zach Sieler,MIA,DT,-,-,-,-,,,,
T280,Tanner Hudson,CIN,TE,-,-,-,-,,5.00,,
T280,Dennis Gardeck,ARI,LB,-,-,-,-,,,,
T280,Jonathan Owens,CHI,S,-,-,-,-,,,,
T280,Tavierre Thomas,TB,CB,-,-,-,-,,,,
T280,Christopher Ezeala,FA,FB,-,-,-,-,,,,
T280,Johnny Lumpkin,FA,TE,-,-,-,-,,,,
T280,Marcus Martin,FA,DE,-,-,-,-,,,,
T280,Tanner Knue,TB,WR,-,-,-,-,,,,
272,Jordan Mason,SF,RB,291.00,-,-,400.00,,6.00,,
T280,NaJee Thompson,MIN,CB,-,-,-,-,,,PUP-P,Knee
T280,Zach Olstad,FA,FB,-,-,-,-,,,,
T280,Lucas Krull,DEN,TE,-,-,-,-,0.22,,,
T280,Mekhi Blackmon,MIN,CB,-,-,-,-,,,IR,Knee - ACL
T280,Elijah Jones,ARI,CB,-,-,-,-,,,,
T280,Devin Leary,BAL,QB,-,-,-,-,,,,
T280,Alim McNeill,DET,DT,-,-,-,-,,,,
T280,Trent Pennix,IND,RB,-,-,-,-,,,,
T280,Sydney Brown,PHI,S,-,-,-,-,,,PUP-P,Knee - ACL
T280,Kerby Joseph,DET,S,-,-,-,-,,,,
T280,Quan Martin,WAS,CB,-,-,-,-,,,,
T280,Jaelen Gill,LAC,WR,-,-,-,-,,,,
T280,Javontae Jean-Baptiste,WAS,DE,-,-,-,-,,,,
T280,Odafe Oweh,BAL,LB,-,-,-,-,2.82,,,
T280,Justin Shorter,BUF,WR,-,-,-,355.00,,,,
T280,Matt Araiza,KC,P,-,-,-,-,,,,
T280,Keshawn Banks,GB,LB,-,-,-,-,,,,
T280,Luq Barcoo,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,Daniel Arias,ARI,WR,-,-,-,-,,,,
T280,Dimitri Stanley,GB,WR,-,-,-,-,,,,
T280,Jack Westover,SEA,TE,-,-,-,-,,,,
T280,Nesta Jade Silvera,LV,DT,-,-,-,-,,,,
T280,Brevin Jordan,HOU,TE,-,-,-,382.00,,5.00,,
T280,Will Mallory,IND,TE,-,-,-,-,,,,
T280,PJ Mustipher,PHI,DT,-,-,-,-,,,,
250,Emari Demercado,ARI,RB,267.00,-,-,398.00,0.22,13.11,,
T280,Solomon Byrd,HOU,DE,-,-,-,-,,,,
T280,Chad Muma,JAX,LB,-,-,-,-,,,,
T280,Chris Smith,FA,RB,-,-,-,-,,,,
T280,Percy Butler,WAS,S,-,-,-,-,,,,
T280,T.J. Luther,FA,WR,-,-,-,-,,,,
T280,Steven Stilianos,TEN,TE,-,-,-,-,,,,
T280,Logan Hall,TB,DE,-,-,-,-,,,,
T280,Christian Trahan,FA,TE,-,-,-,-,,,,
T280,Ryan Miller,TB,WR,-,-,-,-,,,,
T280,Jason Bean,IND,QB,-,-,-,-,,,,
T280,David Durden,DAL,WR,-,-,-,-,,,,
T280,Nick Hampton,LAR,LB,-,-,-,-,,,,
T280,Camerun Peoples,FA,RB,-,-,-,-,,,,
T280,Eric Garror,TEN,CB,-,-,-,-,,,,
T280,Izaiah Gathings,KC,TE,-,-,-,-,,,,
T280,Chris Blair,ATL,WR,-,-,-,-,,,,
T280,Storey Jackson,FA,LB,-,-,-,-,,,,
T280,Dylan Stapleton,FA,TE,-,-,-,-,,,,
T280,Sam Pinckney,FA,WR,-,-,-,-,,,,
T280,Leddie Brown,FA,RB,-,-,-,-,,,,
T280,Daniel Hardy,CHI,LB,-,-,-,-,,,,
T280,Travis Jones,BAL,DT,-,-,-,-,,,,
T280,Ryan Wright,MIN,P,-,-,-,-,,,,
T280,Isaiah McKoy,FA,WR,-,-,-,-,,,,
T280,Matthew Trickett,FA,K,-,-,-,-,,,,
T280,Roger McCreary,TEN,CB,-,-,-,-,,,,
T280,Seth Williams,JAX,WR,-,-,-,-,,,,
T280,Erik Ezukanma,MIA,WR,-,-,-,-,,,,
T280,SaRodorick Thompson,FA,RB,-,-,-,-,,,,
T280,Trey Wolff,FA,K,-,-,-,-,,,,
T280,Sam James,FA,WR,-,-,-,-,,,,
T280,Dante Stills,ARI,DE,-,-,-,-,,,,
T280,Bryce Ford-Wheaton,NYG,WR,-,-,-,-,,,Ques,Shoulder - AC Joint
T280,Juwan Green,FA,WR,-,-,-,-,,,,
T280,Jake Bobo,SEA,WR,-,-,-,341.00,,,,
T280,Mataeo Durant,FA,RB,-,-,-,-,,,,
T280,Yasir Abdullah,JAX,LB,-,-,-,-,,,,
T280,Hassan Hall,FA,RB,-,-,-,-,,,,
