,Player,Pos,Team,PASS ATT,PASS CMP,PASS YDS,PASS TD,INTS,RUSH ATT,RUSH YDS,RUSH TD,REC YDS,REC TD,FL
13,Brandon Aiyuk,WR,SF,0.0,0.0,0.0,0.0,0.0,0.8,4.0,0.0,1136.0,7.3,0.9
14,Marvin Harrison Jr.,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.5,3.6,0.0,1166.4,6.8,1.5
15,DK Metcalf,WR,SEA,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1069.1,8.1,0.5
16,Drake London,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,1133.2,7.0,0.9
17,DeVonta Smith,WR,PHI,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,1093.0,7.2,0.9
18,DJ Moore,WR,CHI,0.0,0.0,0.0,0.0,0.0,2.0,14.5,0.2,1053.5,7.0,0.9
19,George Pickens,WR,PIT,0.0,0.0,0.0,0.0,0.0,2.6,16.9,0.0,1100.1,6.3,0.9
20,Cooper Kupp,WR,LAR,0.0,0.0,0.0,0.0,0.0,2.9,17.3,0.1,1038.2,7.0,0.5
21,Jaylen Waddle,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.6,21.1,0.1,1108.5,5.7,0.5
22,Amari Cooper,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1095.0,6.3,0.9
23,Tee Higgins,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1014.8,7.3,0.5
24,Tank Dell,WR,HOU,0.0,0.0,0.0,0.0,0.0,11.1,61.7,0.2,941.1,6.9,0.6
25,Stefon Diggs,WR,HOU,0.0,0.0,0.0,0.0,0.0,1.9,9.2,0.1,1019.6,6.6,1.0
26,Zay Flowers,WR,BAL,0.0,0.0,0.0,0.0,0.0,7.4,46.3,0.6,966.0,6.2,1.0
27,Malik Nabers,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.5,5.0,0.0,1048.4,5.6,1.2
28,Michael Pittman Jr.,WR,IND,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,1069.5,5.0,1.0
29,Calvin Ridley,WR,TEN,0.0,0.0,0.0,0.0,0.0,2.9,14.6,0.0,930.4,6.8,0.5
30,Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,2.7,20.9,0.3,989.4,5.3,0.5
31,Jayden Reed,WR,GB,0.0,0.0,0.0,0.0,0.0,9.0,73.6,1.2,819.9,6.0,0.6
32,Christian Kirk,WR,JAC,0.0,0.0,0.0,0.0,0.0,1.0,6.6,0.0,997.7,5.4,1.3
33,DeAndre Hopkins,WR,TEN,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,938.6,6.0,0.6
34,Hollywood Brown,WR,KC,0.0,0.0,0.0,0.0,0.0,1.5,11.6,0.0,866.0,7.0,0.5
35,Terry McLaurin,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.3,2.2,0.0,983.6,4.6,0.5
36,Christian Watson,WR,GB,0.0,0.0,0.0,0.0,0.0,4.8,26.4,0.4,781.3,7.2,0.5
37,Jordan Addison,WR,MIN,0.0,0.0,0.0,0.0,0.0,0.3,4.0,0.0,874.2,6.3,0.5
38,Keenan Allen,WR,CHI,0.0,0.0,0.0,0.0,0.0,1.0,6.1,0.0,900.3,5.6,1.0
39,Xavier Worthy,WR,KC,0.0,0.0,0.0,0.0,0.0,3.3,20.0,0.1,844.9,6.0,0.8
40,Diontae Johnson,WR,CAR,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,872.7,5.6,0.6
41,Rashee Rice,WR,KC,0.0,0.0,0.0,0.0,0.0,1.5,6.8,0.0,812.5,6.2,0.9
42,Rome Odunze,WR,CHI,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,846.6,5.3,1.1
43,Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,805.1,5.9,1.3
44,Brian Thomas Jr.,WR,JAC,0.0,0.0,0.0,0.0,0.0,0.7,5.8,0.0,825.3,5.0,1.1
45,Ladd McConkey,WR,LAC,0.0,0.0,0.0,0.0,0.0,1.1,6.7,0.0,822.1,4.8,0.8
46,Mike Williams,WR,NYJ,0.0,0.0,0.0,0.0,0.0,2.3,9.2,0.0,787.5,5.2,0.5
47,Tyler Lockett,WR,SEA,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,787.9,5.2,0.5
48,Jameson Williams,WR,DET,0.0,0.0,0.0,0.0,0.0,4.5,41.4,0.7,727.8,4.5,0.6
49,Jaxon Smith-Njigba,WR,SEA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,769.6,5.1,0.6
50,Keon Coleman,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.7,4.5,0.0,773.2,5.2,1.1
51,Jerry Jeudy,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.3,4.5,0.0,815.2,4.2,0.6
52,Brandin Cooks,WR,DAL,0.0,0.0,0.0,0.0,0.0,4.0,23.1,0.1,696.6,5.4,0.5
53,Gabe Davis,WR,JAC,0.0,0.0,0.0,0.0,0.0,0.3,1.3,0.0,723.3,5.4,0.9
54,Jakobi Meyers,WR,LV,0.0,0.0,0.0,0.0,0.0,1.8,12.5,0.3,727.4,4.7,0.5
55,Joshua Palmer,WR,LAC,0.0,0.0,0.0,0.0,0.0,0.3,2.8,0.0,753.9,4.6,0.8
56,Romeo Doubs,WR,GB,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,682.2,5.6,0.5
57,Rashid Shaheed,WR,NO,0.0,0.0,0.0,0.0,0.0,4.3,33.3,0.0,731.9,4.2,0.9
58,Khalil Shakir,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.3,4.0,0.0,737.1,4.4,0.2
59,Curtis Samuel,WR,BUF,0.0,0.0,0.0,0.0,0.0,11.0,66.5,0.8,617.9,4.2,0.5
60,DeMario Douglas,WR,NE,0.0,0.0,0.0,0.0,0.0,10.0,50.1,0.2,704.9,3.1,1.2
61,Adam Thielen,WR,CAR,0.0,0.0,0.0,0.0,0.0,0.3,2.5,0.0,679.7,4.2,0.6
62,Darnell Mooney,WR,ATL,0.0,0.0,0.0,0.0,0.0,2.1,11.7,0.1,642.3,4.0,0.2
63,Xavier Legette,WR,CAR,0.0,0.0,0.0,0.0,0.0,2.8,17.5,0.1,656.3,3.5,0.8
64,Demarcus Robinson,WR,LAR,0.0,0.0,0.0,0.0,0.0,0.3,7.8,0.0,592.0,4.4,0.6
65,Jahan Dotson,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,599.6,4.2,0.5
66,Kendrick Bourne,WR,NE,0.0,0.0,0.0,0.0,0.0,2.3,15.8,0.0,597.6,3.8,0.5
67,Dontayvion Wicks,WR,GB,0.0,0.0,0.0,0.0,0.0,0.3,4.3,0.0,575.2,4.4,0.5
68,Adonai Mitchell,WR,IND,0.0,0.0,0.0,0.0,0.0,0.7,4.8,0.0,629.3,3.6,0.8
69,Wan'Dale Robinson,WR,NYG,0.0,0.0,0.0,0.0,0.0,8.1,58.4,0.5,571.4,2.9,0.5
70,Josh Downs,WR,IND,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,632.0,3.2,0.5
71,Jermaine Burton,WR,CIN,0.0,0.0,0.0,0.0,0.0,1.0,5.7,0.0,591.4,3.8,0.4
72,Rashod Bateman,WR,BAL,0.0,0.0,0.0,0.0,0.0,0.3,4.8,0.0,599.1,3.5,0.2
73,Marvin Mims Jr.,WR,DEN,0.0,0.0,0.0,0.0,0.0,6.2,33.5,0.2,595.3,2.8,0.3
74,Michael Wilson,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,591.9,3.4,0.2
75,Ja'Lynn Polk,WR,NE,0.0,0.0,0.0,0.0,0.0,0.7,5.8,0.0,614.5,2.8,0.4
76,Quentin Johnston,WR,LAC,0.0,0.0,0.0,0.0,0.0,1.7,6.9,0.0,554.3,3.5,0.2
77,Darius Slayton,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,582.4,3.1,0.1
78,Malachi Corley,WR,NYJ,0.0,0.0,0.0,0.0,0.0,4.4,31.6,0.1,518.6,3.4,0.1
79,DJ Chark Jr.,WR,LAC,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,505.0,4.3,0.5
80,Odell Beckham Jr.,WR,MIA,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,510.1,3.4,0.4
81,Ricky Pearsall,WR,SF,0.0,0.0,0.0,0.0,0.0,2.2,14.5,0.1,485.8,3.5,0.7
82,Roman Wilson,WR,PIT,0.0,0.0,0.0,0.0,0.0,0.7,10.0,0.0,517.2,2.9,0.4
83,Troy Franklin,WR,DEN,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,517.1,3.1,0.7
84,Jalin Hyatt,WR,NYG,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,522.6,2.3,0.2
85,Rondale Moore,WR,ATL,0.0,0.0,0.0,0.0,0.0,16.7,92.9,0.8,364.0,2.5,0.2
86,Tyler Boyd,WR,TEN,0.0,0.0,0.0,0.0,0.0,1.3,7.5,0.0,501.7,2.3,0.5
87,Zay Jones,WR,ARI,0.0,0.0,0.0,0.0,0.0,0.3,3.0,0.0,454.7,2.9,0.5
88,Jalen McMillan,WR,TB,0.0,0.0,0.0,0.0,0.0,0.0,6.7,0.0,440.7,2.7,0.1
89,Tim Patrick,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,419.4,3.1,0.1
90,Elijah Moore,WR,CLE,0.0,0.0,0.0,0.0,0.0,4.1,14.4,0.0,430.9,2.5,0.8
91,Trey Palmer,WR,TB,0.0,0.0,0.0,0.0,0.0,4.2,22.9,0.1,403.1,2.5,0.2
92,Josh Reynolds,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,414.3,2.8,0.4
93,Luke McCaffrey,WR,WAS,0.0,0.0,0.0,0.0,0.0,2.0,13.6,0.1,433.4,2.1,0.1
94,Jalen Tolbert,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,407.0,2.5,0.2
95,Greg Dortch,WR,ARI,0.0,0.0,0.0,0.0,0.0,3.2,21.0,0.1,361.4,2.3,0.1
96,Noah Brown,WR,HOU,0.0,0.0,0.0,0.0,0.0,0.3,0.8,0.0,390.5,2.1,0.1
97,Cedrick Wilson Jr.,WR,NO,0.0,0.0,0.0,0.0,0.0,0.3,2.3,0.0,308.0,2.6,0.1
98,A.T. Perry,WR,NO,0.0,0.0,0.0,0.0,0.0,0.3,2.0,0.0,317.0,2.4,0.0
99,Alec Pierce,WR,IND,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,340.9,2.0,0.0
100,Devontez Walker,WR,BAL,0.0,0.0,0.0,0.0,0.0,0.0,3.5,0.0,311.2,2.3,0.1
101,KaVontae Turpin,WR,DAL,0.0,0.0,0.0,0.0,0.0,8.7,66.9,0.4,210.0,2.6,0.4
102,Van Jefferson,WR,PIT,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,326.2,1.9,0.1
103,Nelson Agholor,WR,BAL,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,306.1,2.3,0.2
104,Jonathan Mingo,WR,CAR,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,342.0,1.6,0.1
105,Cedric Tillman,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.0,1.7,0.0,303.2,1.9,0.1
106,Tre Tucker,WR,LV,0.0,0.0,0.0,0.0,0.0,0.0,11.7,0.0,306.1,1.6,0.2
107,Trenton Irwin,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,277.9,1.8,0.1
108,Kalif Raymond,WR,DET,0.0,0.0,0.0,0.0,0.0,2.3,22.3,0.1,269.7,1.6,0.2
109,Javon Baker,WR,NE,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.0,268.8,1.8,0.0
110,Treylon Burks,WR,TEN,0.0,0.0,0.0,0.0,0.0,1.8,14.4,0.0,279.6,1.3,0.6
111,Brandon Johnson,WR,DEN,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,211.5,2.5,0.0
112,K.J. Osborn,WR,NE,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,268.1,1.5,0.1
113,Andrei Iosivas,WR,CIN,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,244.8,1.9,0.1
114,Calvin Austin III,WR,PIT,0.0,0.0,0.0,0.0,0.0,4.5,31.9,0.1,235.6,1.2,0.1
115,Marquez Callaway,WR,PIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.6,1.6,0.0
116,Tutu Atwell,WR,LAR,0.0,0.0,0.0,0.0,0.0,2.2,14.1,0.1,243.1,1.3,0.1
117,Robert Woods,WR,HOU,0.0,0.0,0.0,0.0,0.0,1.0,5.7,0.0,242.4,1.4,0.0
118,Parker Washington,WR,JAC,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,223.7,1.6,0.0
119,KhaDarel Hodge,WR,ATL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238.6,1.5,0.2
120,Malik Washington,WR,MIA,0.0,0.0,0.0,0.0,0.0,2.1,18.8,0.1,213.2,1.4,0.0
121,Brenden Rice,WR,LAC,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,246.0,1.0,0.0
122,Xavier Gipson,WR,NYJ,0.0,0.0,0.0,0.0,0.0,4.6,32.5,0.2,187.8,1.3,0.1
123,Bub Means,WR,NO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.9,1.5,0.1
124,Brandon Powell,WR,MIN,0.0,0.0,0.0,0.0,0.0,1.9,14.7,0.0,208.1,1.3,0.1
125,Jake Bobo,WR,SEA,0.0,0.0,0.0,0.0,0.0,4.2,18.7,0.2,194.6,1.3,0.1
126,JuJu Smith-Schuster,WR,NE,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,222.0,1.1,0.1
127,Jauan Jennings,WR,SF,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,189.3,1.3,0.1
128,Marquez Valdes-Scantling,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,1.3,0.0,191.2,1.3,0.1
129,Justin Watson,WR,KC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.6,1.4,0.1
130,Mack Hollins,WR,BUF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.3,1.2,0.0
131,Deven Thompkins,WR,CAR,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,139.0,1.0,0.0
132,Ryan Flournoy,WR,DAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.3,1.2,0.1
133,Jamison Crowder,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183.4,0.7,0.3
134,Dyami Brown,WR,WAS,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,158.7,1.0,0.1
135,Jamari Thrash,WR,CLE,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,141.0,1.0,0.0
136,Tyler Scott,WR,CHI,0.0,0.0,0.0,0.0,0.0,2.1,20.6,0.1,128.4,0.9,0.0
137,Jacob Cowing,WR,SF,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,134.0,1.0,0.0
138,Allen Lazard,WR,NYJ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,134.0,1.0,0.0
